title,author,pub_year,venue,abstract
Perspective: the pace of modern life: measuring rates of contemporary microevolution,"['AP Hendry', 'MT Kinnison']",1999,Evolution,"We evaluate methods for measuring and specifying rates of microevolution in the wild, with particular regard to studies of contemporary, often deemed “rapid,” evolution. A considerable amount of ambiguity and inconsistency persists within the field, and we provide a number of"
A quantitative survey of local adaptation and fitness trade-offs,['J Hereford'],2009,The American Naturalist,"The long history of reciprocal transplant studies testing the hypothesis of local adaptation has shown that populations are often adapted to their local environments. Yet many studies have not demonstrated local adaptation, suggesting that sometimes native populations are"
The extended phenotype: The long reach of the gene,['R Dawkins'],2016,NA,"In The Selfish Gene, Richard Dawkins crystallized the gene's eye view of evolution developed by WD Hamilton and others. The book provoked widespread and heated debate. Written in part as a response, The Extended Phenotype gave a deeper clarification of the"
The population ecology of contemporary adaptations: what empirical studies reveal about the conditions that promote adaptive evolution,"['DN Reznick', 'CK Ghalambor']",2001,"Microevolution rate, pattern, process",Under what conditions might organisms be capable of rapid adaptive evolution? We reviewed published studies documenting contemporary adaptations in natural populations and looked for general patterns in the population ecological causes. We found that studies
"Phenotypic, genetic, and environmental morphological integration in the cranium",['JM Cheverud'],1982,Evolution,"The hypotheses that developmentally and functionally related cranial traits are relatively tightly morphologically integrated in the phenotype, genotype, and with respect to environmental factors were tested. Sets of developmentally and functionally related traits, F"
Comparison of genetic differentiation at marker loci and quantitative traits,"['J Merilä', 'P Crnokrak']",2001,Journal of Evolutionary Biology,"The comparison of the degree of differentiation in neutral marker loci and genes coding quantitative traits with standardized and equivalent measures of genetic differentiation (FST and QST, respectively) can provide insights into two important but seldom explored"
The evolution of costly mate preferences II. The “handicap” principle,"['Y Iwasa', 'A Pomiankowski', 'S Nee']",1991,Evolution,We use a general additive quantitative genetic model to study the evolution of costly female mate choice by the “handicap” principle. Two necessary conditions must be satisfied for costly preference to evolve. The conditions are (i) biased mutation pressure on viability and
Phylogenies and quantitative characters,['J Felsenstein'],1988,Annual Review of Ecology and Systematics,"Systematists and evolutionary geneticists don't often talk to each other, and they routinely disparage each other's work as being of little relevance to evolution. Systematists sometimes invoke the punctuationist argument that most evolutionary change does not occur by"
Population structure in Daphnia obtusa: quantitative genetic and allozymic variation.,['K Spitze'],1993,Genetics,Quantitative genetic analyses for body size and for life history characters within and among populations of Daphnia obtusa reveal substantial genetic variance at both hierarchical levels for all traits measured. Simultaneous allozymic analysis on the same population
"Climate change, adaptation, and phenotypic plasticity: the problem and the evidence","['J Merilä', 'AP Hendry']",2014,Evolutionary applications,"Many studies have recorded phenotypic changes in natural populations and attributed them to climate change. However, controversy and uncertainty has arisen around three levels of inference in such studies. First, it has proven difficult to conclusively distinguish whether"
Adaptation to an extraordinary environment by evolution of phenotypic plasticity and genetic assimilation,['R Lande'],2009,Journal of evolutionary biology,"Adaptation to a sudden extreme change in environment, beyond the usual range of background environmental fluctuations, is analysed using a quantitative genetic model of phenotypic plasticity. Generations are discrete, with time lag τ between a critical period for"
The statistics of natural selection on animal populations,['BF Manly'],2013,NA,"In the concluding chapter of his famous book on the theory of evolution by natural selection, Charles Darwin (1859) remarked that: When the views entertained in this volume on the origin of species, or when analogous views are generally admitted, we can dimly foresee"
Constraints on phenotypic evolution,['SJ Arnold'],1992,The American Naturalist,"Constraints on phenotypic evolution can take a variety of forms. Constraints can arise from inheritance, selection, development, and design limits. Contemporary visions of the evolutionary process often focus on one or two of these varieties and ignore the others. A"
Cave life,['DC Culver'],2013,NA,"This book is aimed at two audiences. First, it is for those interested in the role that theory does play and should play in evolutionary ecology. My own bias is that the fields of theoretical, laboratory, and field ecology should not be separate, and this book reflects that"
Evolutionary quantitative genetics: how little do we know?,"['NH Barton', 'M Turelli']",1989,Annual review of genetics,"The centenary of Galton's (84)"" Natural Inheritance"" emphasizes the continu ity between the ideas of the early pioneers and the modem renaissance of evolutionary quantitative genetics (142). Many questions posed by Galton, Weldon, and Pearson remain only partially"
"Genetic revolutions, founder effects, and speciation","['NH Barton', 'B Charlesworth']",1984,Annual review of ecology and …,"Are new species formed in rare catastrophes, distinct from the normal proces ses of phyletic evulution? Or does reproductive isolation evolve gradually, as a by-product of the divergence of gene pools? Mayr (120--124) has argued the former, holding that speciation"
The role of genetic variation in adaptation and population persistence in a changing environment,"['R Lande', 'S Shannon']",1996,Evolution,"Much recent conservation effort has focused on genetic events in small populations, such as threatened or endangered species on the verge of extinction. However, the overwhelming causes of population reductions and extinctions worldwide are habitat destruction and the"
The evolution of predator-prey interactions: theory and evidence,['PA Abrams'],2000,Annual Review of Ecology and Systematics,"▪ Abstract Recent theories regarding the evolution of predator-prey interactions is reviewed. This includes theory about the dynamics and stability of both populations and traits, as well as theory predicting how predatory and anti-predator traits should respond to environmental"
The frailty of adaptive hypotheses for the origins of organismal complexity,['M Lynch'],2007,Proceedings of the National Academy of …,The vast majority of biologists engaged in evolutionary studies interpret virtually every aspect of biodiversity in adaptive terms. This narrow view of evolution has become untenable in light of recent observations from genomic sequencing and population-genetic
Quantitative genetics and developmental constraints on evolution by selection,['JM Cheverud'],1984,Journal of theoretical biology,"It has often been argued that the principles of random mutation and selection are insufficient to account for macroevolutionary phenomena, such as the origin of morphological novelty and directionality in evolution. A third, epigenetic, principle is said to be required and this"
When does evolution by natural selection prevent extinction?,"['R Gomulkiewicz', 'RD Holt']",1995,Evolution,Understanding population responses to novel environments is a central concern of both evolutionary biology and ecology (Maynard Smith 1989; Bradshaw 1991; Hoffman and Parsons 1991; Peters and Lovejoy 1992; Kareiva et al. 1993). Populations subject to
Early bursts of body size and shape evolution are rare in comparative data,"['LJ Harmon', 'JB Losos']",2010,… Journal of Organic …,"George Gaylord Simpson famously postulated that much of life's diversity originated as adaptive radiations—more or less simultaneous divergences of numerous lines from a single ancestral adaptive type. However, identifying adaptive radiations has proven difficult"
Ontogenesis and morphological diversification,['P Alberch'],1980,American zoologist,SYNOPSIS. The role of development in constraining the directionality and patterns of morphological evolution is examined. The nature of morphological variation and appearance of morphological novelties is determined by the epigenetic properties of the
The structure and confirmation of evolutionary theory,['EA Lloyd'],1994,NA,"Traditionally a scientific theory is viewed as based on universal laws of nature that serve as axioms for logical deduction. In analyzing the logical structure of evolutionary biology, Elisabeth Lloyd argues that the semantic account is more appropriate and powerful. This"
Testing for different rates of continuous trait evolution using likelihood,"[""BC O'Meara"", 'C Ané', 'MJ Sanderson', 'PC Wainwright']",2006,Evolution,"Rates of phenotypic evolution have changed throughout the history of life, producing variation in levels of morphological, functional, and ecological diversity among groups. Testing for the presence of these rate shifts is a key component of evaluating hypotheses"
The measurement of selection on quantitative traits: biases due to environmental covariances between traits and fitness,['MD Rausher'],1992,Evolution,The use of regression techniques for estimating the direction and magnitude of selection from measurements on phenotypes has become widespread in field studies. A potential problem with these techniques is that environmental correlations between fitness and the
Evolution and extinction in a changing environment: a quantitative‐genetic analysis,"['R Bürger', 'M Lynch']",1995,Evolution,"Because of the ubiquity of genetic variation for quantitative traits, virtually all populations have some capacity to respond evolutionarily to selective challenges. However, natural selection imposes demographic costs on a population, and if these costs are sufficiently"
"Evolutionary algorithms, fitness landscapes and search",['T Jones'],1995,NA,"The natural world exhibits startling complexity and richness at all scales. Examples include complex social systems, immune and nervous systems, and the intricate interrelationships between species. These are but a few of the wonders that have become more apparent as"
Fitness of hatchery‐reared salmonids in the wild,"['H Araki', 'BA Berejikian', 'MJ Ford']",2008,Evolutionary …,"Accumulating data indicate that hatchery fish have lower fitness in natural environments than wild fish. This fitness decline can occur very quickly, sometimes following only one or two generations of captive rearing. In this review, we summarize existing data on the fitness"
Genetic variation and phenotypic evolution during allopatric speciation,['R Lande'],1980,The American Naturalist,"Quantitative genetic models of phenotypic evolution in small isolated populations are presented, from the initial founding event to continued random genetic drift and natural selection toward a new optimum phenotype. The basic features of complex morphologies"
Visualizing multivariate selection,"['PC Phillips', 'SJ Arnold']",1989,Evolution,Recent developments in quantitative‐genetic theory have shown that natural selection can be viewed as the multivariate relationship between fitness and phenotype. This relationship can be described by a multidimensional surface depicting fitness as a function of phenotypic
Repeatability: its role in evolutionary studies of mating behavior,['CRB Boake'],1989,Evolutionary Ecology,"Repeatability, a concept derived from quantitative genetics theory, is a statistic that describes the degree to which variation within individuals contributes to total variation in a population. Its usual application has been to set an upper limit on heritability but it may also"
Evidence and evolution: The logic behind the science,['E Sober'],2008,NA,"How should the concept of evidence be understood? And how does the concept of evidence apply to the controversy about creationism as well as to work in evolutionary biology about natural selection and common ancestry? In this rich and wide-ranging book, Elliott Sober"
Using genotype-by-environment interaction for crop cultivar development,['MS Kang'],1997,Advances in agronomy,"Publisher Summary The chapter discusses the use of genotype-by-environment interaction for crop cultivar development. The chapter begins with definitions of genotype, environment, and phenotype, and discusses the influence of environment on heredity that may result in"
Ecological opportunity and the origin of adaptive radiations,"['JB Yoder', 'E Clancey', 'S Des Roches']",2010,Journal of …,"Ecological opportunity–through entry into a new environment, the origin of a key innovation or extinction of antagonists–is widely thought to link ecological population dynamics to evolutionary diversification. The population‐level processes arising from ecological"
Coupled dynamics of body mass and population growth in response to environmental change,"['A Ozgul', 'DZ Childs', 'MK Oli', 'KB Armitage', 'DT Blumstein']",2010,Nature,"Environmental change has altered the phenology, morphological traits and population dynamics of many species 1, 2. However, the links underlying these joint responses remain largely unknown owing to a paucity of long-term data and the lack of an appropriate"
Eco‐evolutionary dynamics of communities and ecosystems,"['GF Fussmann', 'M Loreau', 'PA Abrams']",2007,Functional ecology,"Summary 1 We review theoretical and empirical studies to identify instances where evolutionary processes significantly affect the dynamics of populations, communities and ecosystems. 2 Early theoretical work on eco‐evolutionary dynamics was concerned with the"
The adaptive landscape as a conceptual bridge between micro-and macroevolution,"['SJ Arnold', 'ME Pfrender', 'AG Jones']",2001,"Microevolution rate, pattern, process","An adaptive landscape concept outlined by GG Simpson constitutes the major conceptual bridge between the fields of micro-and macroevolutionary study. Despite some important theoretical extensions since 1944, this conceptual bridge has been ignored in many"
Cancer as a dysregulated epigenome allowing cellular growth advantage at the expense of the host,"['W Timp', 'AP Feinberg']",2013,Nature Reviews Cancer,"Although at the genetic level cancer is caused by diverse mutations, epigenetic modifications are characteristic of all cancers, from apparently normal precursor tissue to advanced metastatic disease, and these epigenetic modifications drive tumour cell"
The causes of natural selection,"['MJ Wade', 'S Kalisz']",1990,Evolution,We discuss the necessary and sufficient conditions for identifying the cause of natural selection on a phenotypic trait. We reexamine the observational methods recently proposed for measuring selection in natural populations and illustrate why the multivariate analysis of
A global pattern of thermal adaptation in marine phytoplankton,"['MK Thomas', 'CT Kremer', 'CA Klausmeier']",2012,Science,"Rising ocean temperatures will alter the productivity and composition of marine phytoplankton communities, thereby affecting global biogeochemical cycles. Predicting the effects of future ocean warming on biogeochemical cycles depends critically on"
Translating between microevolutionary process and macroevolutionary patterns: the correlation structure of interspecific data,"['TF Hansen', 'EP Martins']",1996,Evolution,"As species evolve along a phylogenetic tree, we expect closely related species to retain some phenotypic similarities due to their shared evolutionary histories. The amount of expected similarity depends both on the hierarchical phylogenetic structure, and on the"
CORRELATIONAL SELECTION FOR COLOR PATTERN AND ANTIPREDATOR BEHAVIOR IN THE GARTER SNAKE THAMNOPHIS ORDINOIDES,['ED Brodie III'],1992,Evolution,"Correlational selection favors combinations of traits and is a key element of many models of phenotypic and genetic evolution. Multiple regression techniques for measuring selection allow for the direct estimation of correlational selection gradients, yet few studies in natural"
"Interspecific competition, environmental gradients, gene flow, and the coevolution of species' borders","['TJ Case', 'ML Taper']",2000,The american naturalist,Darwin viewed species range limits as chiefly determined by an interplay between the abiotic environment and interspecific interactions. Haldane argued that species' ranges could be set intraspecifically when gene flow from a species' populous center overwhelms
Quantitative genetics and the evolution of reaction norms,"['R Gomulkiewicz', 'M Kirkpatrick']",1992,Evolution,We extend methods of quantitative genetics to studies of the evolution of reaction norms defined over continuous environments. Our models consider both spatial variation (hard and soft selection) and temporal variation (within a generation and between generations). These
Comparative studies of quantitative trait and neutral marker divergence: a meta‐analysis,"['T Leinonen', ""RB O'HARA"", 'JM Cano']",2008,Journal of evolutionary …,Comparative studies of quantitative genetic and neutral marker differentiation have provided means for assessing the relative roles of natural selection and random genetic drift in explaining among‐population divergence. This information can be useful for our
Perspective: a critique of Sewall Wright's shifting balance theory of evolution,"['JA Coyne', 'NH Barton', 'M Turelli']",1997,Evolution,"We evaluate Sewall Wright's three‐phase “shifting balance” theory of evolution, examining both the theoretical issues and the relevant data from nature and the laboratory. We conclude that while phases I and II of Wright's theory (the movement of populations from one"
Insensitivity of the analysis of variance to heredity-environment interaction,['D Wahlsten'],1990,Behavioral and Brain sciences,It makes sense to attribute a definite percentage of variation in some measure of behavior to variation in heredity only if the effects of heredity and environment are truly additive. Additivity is often tested by examining the interaction effect in a two-way analysis of variance
On the possibility of constructive neutral evolution,['A Stoltzfus'],1999,Journal of Molecular Evolution,"The neutral theory often is presented as a theory of``noise''or silent changes at an isolated``molecular level,''relevant to marking the steady pace of divergence, but not to the origin of biological structure, function, or complexity. Nevertheless, precisely these issues"
A structured and dynamic framework to advance traits‐based theory and prediction in ecology,"['CT Webb', 'JA Hoeting', 'GM Ames', 'MI Pyne']",2010,Ecology …,"Ecology Letters (2010) 13: 267–283 Abstract Predicting changes in community composition and ecosystem function in a rapidly changing world is a major research challenge in ecology. Traits‐based approaches have elicited much recent interest, yet individual studies"
"A comparison of phenotypic variation and covariation patterns and the role of phylogeny, ecology, and ontogeny during cranial evolution of New World monkeys","['G Marroig', 'JM Cheverud']",2001,Evolution,Similarity of genetic and phenotypic variation patterns among populations is important for making quantitative inferences about past evolutionary forces acting to differentiate populations and for evaluating the evolution of relationships among traits in response to new
Selection in captivity during supportive breeding may reduce fitness in the wild,['MJ Ford'],2002,Conservation Biology,I used a quantitative genetic model to explore the effects of selection on the fitness of a wild population subject to supportive breeding. Supportive breeding is the boosting of a wild population's size by breeding part of the population in captivity and releasing the captive
Mutation-selection balance and the evolutionary advantage of sex and recombination,['B Charlesworth'],1990,Genetics Research,"Mutation-selection balance in a multi-locus system is investigated theoretically, using a modification of Bulmer's infinitesimal model of selection on a normally-distributed quantitative character, taking the number of mutations per individual (n) to represent the"
The pace of modern life II: from rates of contemporary microevolution to pattern and process,"['MT Kinnison', 'AP Hendry']",2001,"Microevolution rate, pattern, process","We compiled a database of microevolution on contemporary time scales in nature (47 source articles; 30 animal species), comprising 2649 evolutionary rates in darwins (proportional change per million years) and 2151 evolutionary rates in haldanes (standard"
Resolving the paradox of stasis: models with stabilizing selection explain evolutionary divergence on all timescales,"['S Estes', 'SJ Arnold']",2007,The american naturalist,"We tested the ability of six quantitative genetic models to explain the evolution of phenotypic means using an extensive database compiled by Gingerich. Our approach differs from past efforts in that we use explicit models of evolutionary process, with parameters estimated from"
Correlational selection and the evolution of genomic architecture,"['B Sinervo', 'E Svensson']",2002,Heredity,"We review and discuss the importance of correlational selection (selection for optimal character combinations) in natural populations. If two or more traits subject to multivariate selection are heritable, correlational selection builds favourable genetic correlations through"
Eco-evolutionary dynamics,['AP Hendry'],2016,NA,"In recent years, scientists have realized that evolution can occur on timescales much shorter than the"" long lapse of ages"" emphasized by Darwin—in fact, evolutionary change is occurring all around us all the time. This book provides an authoritative and accessible"
Evolution of gene expression in the Drosophila melanogaster subgroup,"['SA Rifkin', 'J Kim', 'KP White']",2003,Nature genetics,"Little is known about broad patterns of variation and evolution of gene expression during any developmental process. Here we investigate variation in genome-wide gene expression among Drosophila simulans, Drosophila yakuba and four strains of Drosophila"
"Behavioral variation in natural populations. I. Phenotypic, genetic and environmental correlations between chemoreceptive responses to prey in the garter snake …",['SJ Arnold'],1981,Evolution,"Naive newborn snakes showed active chemoreceptive responses to ten different prey odors. These responses were studied in two conspecific populations of Thamnophis elegans, representing a coastal and an inland geographic race. The phenotypic correlations between"
Costs and benefits of plant resistance to herbivory,"['EL Simms', 'MD Rausher']",1987,The American Naturalist,"The cost-benefit theory of the evolution of plant resistance to herbivory assumes that the allocation of plant resources to defense against herbivores is costly. We present a graphical model, which states that allocation of plant resources to defense against herbivores evolves"
The community context of species' borders: ecological and evolutionary perspectives,"['TJ Case', 'RD Holt', 'MA McPeek', 'TH Keitt']",2005,Oikos,"Species distributional limits may coincide with hard dispersal barriers or physiological thresholds along environmental gradients, but they may also be influenced by species interactions. We explore a number of models of interspecific interactions that lead to"
Patterns and processes of vertebrate evolution,['RL Carroll'],1997,NA,This new text provides an integrated view of the forces that influence the patterns and rates of vertebrate evolution from the level of living populations and species to those that resulted in the origin of the major vertebrate groups. The evolutionary roles of behavior
Evolutionarily unstable fitness maxima and stable fitness minima of continuous traits,"['PA Abrams', 'H Matsuda', 'Y Harada']",1993,Evolutionary Ecology,We present models of adaptive change in continuous traits for the following situations:(1) adaptation of a single trait within a single population in which the fitness of a given individual depends on the population's mean trait value as well as its own trait value;(2) adaptation of
A neutral model of transcriptome evolution,"['P Khaitovich', 'G Weiss', 'M Lachmann', 'I Hellmann']",2004,PLoS …,"Microarray technologies allow the identification of large numbers of expression differences within and between species. Although environmental and physiological stimuli are clearly responsible for changes in the expression levels of many genes, it is not known whether the"
Phenotypic evolution by neutral mutation,"['M Lynch', 'WG Hill']",1986,Evolution,A general model is developed for predicting the genetic variance within populations and the rate of divergence of population mean phenotypes for quantitative traits under the joint operation of random sampling drift and mutation in the absence of selection. In addition to
"Phenotypic evolution, constant covariances, and the maintenance of additive variance",['M Turelli'],1988,Evolution,"AG,= 1/2 [(GLE-G,)-G,(W,+ V,)-'G,],(6) where GLE=[g LE](cf. Eqs.(1),(3),(4); Bulmer, 1980 pp. 148-152). Assuming that the environmental co-variances remain constant and that the environment doeq not change GI, the entire nonadditive covariance structure, ie, VNA= VI"
Comparative studies of gene expression and the evolution of gene regulation,"['IG Romero', 'I Ruvinsky', 'Y Gilad']",2012,Nature Reviews Genetics,"The hypothesis that differences in gene regulation have an important role in speciation and adaptation is more than 40 years old. With the advent of new sequencing technologies, we are able to characterize and study gene expression levels and associated regulatory"
Biology's first law,"['DW McShea', 'RN Brandon']",2010,NA,"So certain is this that we may boldly state that it is absurd for human beings even to attempt it, or to hope that perhaps some day another Newton might arise who would explain to us, in terms of natural laws unordered by intention, how even a mere blade of grass is produced"
Competitive speciation,['ML Rosenzweig'],1978,Biological Journal of the Linnean Society,"A new mode of speciation, competitive speciation, is suggested. It assumes that fitness is depressed by the density of a phenotype's competitors, and that the adaptive landscape of phenotypes is complex. From this it follows that some intermediate forms may be fit if and"
"A model of population growth, dispersal and evolution in a changing environment","['CM Pease', 'R Lande', 'JJ Bull']",1989,Ecology,"The climatic and biotic conditions at any geographic location will change through time, for example, because of the advance of glaciers. If it is to avoid extinction, a species adapted to a moving habitat must either track its habitat spatially, or adapt genetically to the new"
Q ST–F ST comparisons: evolutionary and ecological insights from genomic heterogeneity,"['T Leinonen', 'RJS McCairns', ""RB O'hara""]",2013,Nature Reviews …,"Comparative studies of the divergence of quantitative traits and neutral molecular markers, known as Q ST–F ST comparisons, provide a means for researchers to distinguish between natural selection and genetic drift as causes of population differentiation in complex"
Novelty in evolution: restructuring the concept,"['GB Mailer', 'GP Wagner']",1991,Annu. Rev. Ecol. Syst,""" In the frequent fits of anger to which the males especially are subject, the eftbrts of their inner feelings cause the fluids to flow more strongly towards that part of their head; in some there is hence deposited a secretion of horny matter, and in others of bony matter mixed with"
Understanding the evolution and stability of the G‐matrix,"['SJ Arnold', 'R Bürger', 'PA Hohenlohe']",2008,… Journal of Organic …,"The G‐matrix summarizes the inheritance of multiple, phenotypic traits. The stability and evolution of this matrix are important issues because they affect our ability to predict how the phenotypic traits evolve by selection and drift. Despite the centrality of these issues"
Individual‐level selection as a cause of Cope's rule of phyletic size increase,"['JG Kingsolver', 'DW Pfennig']",2004,Evolution,"Cope's rule, the tendency for species within a lineage to evolve towards larger body size, has been widely reported in the fossil record, but the mechanisms leading to such phyletic size increase remain unclear. Here we show that selection acting on individual organisms"
Is a new evolutionary synthesis necessary?,"['GL Stebbins', 'FJ Ayala']",1981,Science,The current (synthetic) theory of evolution has been criticized on the grounds that it implies that macroevolutionary processes (speciation and morphological diversification) are gradual. The extent to which macroevolution is gradual or punctuational remains to be
The rate of morphological evolution in mammals from the standpoint of the neutral expectation,['M Lynch'],1990,The American Naturalist,A comparison of the evolutionary rates of cranial morphology in mammals with the neutral expectation suggests that stabilizing selection is a predominant evolutionary force keeping the long-term diversification of lineages well below its potential. The rate of morphological
Estimating genetic correlations from inbred strains,"['JP Hegmann', 'B Possidente']",1981,Behavior genetics,Genetic correlations measure the extent of pleiotropic effects of polygenes on pairs of characters or the closeness of linkage between sets of loci influencing the traits and held in allelic (gametic) disequilibrium. Their importance for research lies primarily in predicting
Evolutionary mechanisms of limb loss in tetrapods,['R Lande'],1978,Evolution,A review of fossil evidence on the rates of limb loss in tetrapods indicates that millions of years are required for complete loss of external traces of limbs. Morphological series of intermediate stages of limb loss within genera in the lizard families Scincidae and Teiidae
A comparative method for studying adaptation to a randomly evolving environment,"['TF Hansen', 'J Pienaar', 'SH Orzack']",2008,… : International Journal of …,Most phylogenetic comparative methods used for testing adaptive hypotheses make evolutionary assumptions that are not compatible with evolution toward an optimal state. As a consequence they do not correct for maladaptation. The “evolutionary regression” that is
Neutral theory of quantitative genetic variance in an island model with local extinction and colonization,['R Lande'],1992,Evolution,"Additive genetic variance maintained by mutation in a selectively neutral quantitative character is analyzed for an ideal population distributed on n islands, each with local effective size N, that exchange migrants at a small rate, m. In a stable population structure"
Heritability is not evolvability,"['TF Hansen', 'C Pélabon', 'D Houle']",2011,Evolutionary Biology,"Short-term evolutionary potential depends on the additive genetic variance in the population. The additive variance is often measured as heritability, the fraction of the total phenotypic variance that is additive. Heritability is thus a common measure of evolutionary"
Rapid evolution of male-biased gene expression in Drosophila,"['CD Meiklejohn', 'J Parsch', 'JM Ranz']",2003,Proceedings of the …,A number of genes associated with sexual traits and reproduction evolve at the sequence level faster than the majority of genes coding for non-sex-related traits. Whole genome analyses allow this observation to be extended beyond the limited set of genes that have
Contemporary fisherian life-history evolution in small salmonid populations,"['MT Koskinen', 'TO Haugen', 'CR Primmer']",2002,Nature,"The relative importance of natural selection 1 and random drift 2 in phenotypic evolution has been discussed since the introduction of the first population genetic models 3, 4, 5. The empirical evidence used to evaluate the evolutionary theories of Fisher 1 and Wright 2"
Determinants of morphological patterns in communities of Darwin's finches,"['D Schluter', 'PR Grant']",1984,The American Naturalist,A procedure is developed and applied to evaluate alternative explanations for morphological patterns in communities of Darwin's ground finches. The first step in the procedure is the computation of expected population density for a hypothetical solitary finch
Boldness behavior and stress physiology in a novel urban environment suggest rapid correlated evolutionary adaptation,"['JW Atwell', 'GC Cardoso', 'DJ Whittaker']",2012,Behavioral …,Novel or changing environments expose animals to diverse stressors that likely require coordinated hormonal and behavioral adaptations. Predicted adaptations to urban environments include attenuated physiological responses to stressors and bolder
Making sense of evolution,"['M Pigliucci', 'J Kaplan']",2010,NA,"Pigliucci, Massimo, 1964-Making sense of evolution: the conceptual foundations of evolutionary biology I Massimo Pigliucci and Jonathan Kaplan. p. cm. Includes bibliographical references and index. ISBN-13: 978-0-226-66836-9 (cloth: a1k. paper) ISBN"
Adaptive constraints and the phylogenetic comparative method: a computer simulation test,"['EP Martins', 'JAF Diniz‐Filho', 'EA Housworth']",2002,Evolution,"Recently, the utility of modern phylogenetic comparative methods (PCMs) has been questioned because of the seemingly restrictive assumptions required by these methods. Although most comparative analyses involve traits thought to be undergoing natural or"
Evolutionary psychology as maladapted psychology,['RC Richardson'],2010,NA,"A philosopher subjects the claims of evolutionary psychology to the evidential and methodological requirements of evolutionary biology, concluding that evolutionary psychology's explanations amount to speculation disguised as results. Human beings, like"
Local adaptation and the geometry of host–parasite coevolution,['S Gandon'],2002,Ecology Letters,"Metapopulation dynamics can strongly affect the ecological and evolutionary processes involved in host–parasite interactions. Here, I analyse a deterministic host–parasite coevolutionary model and derive analytic approximations for the level of local adaptation as"
