title,author,pub_year,venue,abstract
On the measurement of natural and sexual selection: applications,"['SJ Arnold', 'MJ Wade']",1984,Evolution,The study of selection in natural populations is a neglected field. So far only a few investigators have succeeded in measuring lifetime fitness or selection on multiple phenotypic characters. Studies of multiple selection episodes are also rare. Most traits of
The quantitative assessment of phylogenetic constraints in comparative analyses: sexual dimorphism in body weight among primates,"['JM Cheverud', 'MM Dow', 'W Leutenegger']",1985,Evolution,"We have presented a formal model for the quantitative analysis of phylogenetic and specific effects on the distribution of trait values among species. Total trait values are divided into phylogenetic values, inherited from an ancestral species, and specific values, the result of"
Constraints on phenotypic evolution,['SJ Arnold'],1992,The American Naturalist,"Constraints on phenotypic evolution can take a variety of forms. Constraints can arise from inheritance, selection, development, and design limits. Contemporary visions of the evolutionary process often focus on one or two of these varieties and ignore the others. A"
Sperm competition and the evolution of animal mating strategies,['GA Parker'],1984,Sperm competition and the evolution of animal …,"The reproductive success of a male individual depends mainly on how many of his sperm are successful in fertilizing eggs. Thus sexual selection will not end with adaptations that relate to mating with many females. Many male adaptations—behavioral, morphological"
Sexual selection for aesthetic traits in species with biparental care,['N Burley'],1986,The American Naturalist,I hypothesize two processes by which sexual selection may generate differential reproductive success (RS) in species with biparental care. The differential-access hypothesis posits that an individual's own desirability as a mate affects its access to potential
Hormones and animal social behavior,['E Adkins-Regan'],2013,NA,These are exciting times for the science of animal social behavior. Researchers have succeeded in eavesdropping on the social lives of marked individuals in free-living populations of an impressive array of species. New methods for determining genetic
Why are female birds ornamented?,['T Amundsen'],2000,Trends in Ecology & Evolution,"Sexual selection is now widely accepted as the main evolutionary explanation of extravagant male ornaments. By contrast, ornaments occurring in females have received little attention and often have been considered as nonadaptive, correlated effects of"
Phylogenetic studies of coadaptation: preferred temperatures versus optimal performance temperatures of lizards,"['RB Huey', 'AF Bennett']",1987,Evolution,"The view that behavior and physiological performance are tightly coadapted is a central principle of physiological ecology. Here, we test this principle using a comparative study of evolutionary patterns in thermal preferences and the thermal dependence of sprinting in"
The evolution of sexual dimorphism in animals: hypotheses and tests,"['AV Hedrick', 'EJ Temeles']",1989,Trends in ecology & evolution,"Three major hypotheses, based upon mechanisms of sexual selection, intersexual food competition and reproductive role division, have been advanced to explain the evolution of sexual dimorphism in body size and morphology of animals. Genetic models suggest that all"
Intralocus sexual conflict,"['R Bonduriansky', 'SF Chenoweth']",2009,Trends in ecology & evolution,Intralocus sexual conflict occurs when selection on a shared trait in one sex displaces the other sex from its phenotypic optimum. It arises because many shared traits have a common genetic basis but undergo contrasting selection in the sexes. A recent surge of interest in this
Neuroendocrine control of life histories: what do we need to know to understand the evolution of phenotypic plasticity?,['CKM Lessells'],2008,… Transactions of the Royal Society B …,"Almost all life histories are phenotypically plastic: that is, life-history traits such as timing of breeding, family size or the investment in individual offspring vary with some aspect of the environment, such as temperature or food availability. One approach to understanding this"
Sex-specific genetic architecture of human disease,"['C Ober', 'DA Loisel', 'Y Gilad']",2008,Nature Reviews Genetics,"Sexual dimorphism in anatomical, physiological and behavioural traits are characteristics of many vertebrate species. In humans, sexual dimorphism is also observed in the prevalence, course and severity of many common diseases, including cardiovascular diseases"
The differential-allocation hypothesis: an experimental test,['N Burley'],1988,The American Naturalist,Time-budget estimates of parental investment in captive populations of color-banded zebra finches demonstrate that relative attractiveness correlates with the apportionment of parental investment as predicted by the differential-allocation hypothesis: attractive birds incur
Sexual selection in females,['T Clutton-Brock'],2009,Animal behaviour,"Darwin developed the theory of sexual selection to account for the evolution of weaponry, ornamentation and other secondary sexual characters that are commonly more developed in males and which appeared unlikely to contribute to survival. He argued that these traits"
"Sexual selection, natural selection and quality advertisement",['M Andersson'],1982,Biological Journal of the Linnean Society,"In Darwin's and Fisher's theory of sexual selection, females prefer ornamented males; the evolution of larger ornaments is limited by increased mortality, lor example through predation. An adornment of given size should often raise mortality more in low than"
The importance of behavioural studies in conservation biology,['WJ Sutherland'],1998,Animal behaviour,The exciting research developments in animal behaviour over the last two decades have had a negligible impact on conservation. I list 20 subjects in which the study of animal behaviour can make a significant contribution to conservation. Behaviour may in itself be
Behavioral causes and consequences of sexual size dimorphism,['WU Blanckenhorn'],2005,Ethology,"(Invited Article) Abstract Sexual size dimorphism (SSD) is widespread and variable among animals. According to the differential equilibrium model, SSD in a given species is expected to result if opposing selection forces equilibrate differently in both sexes. Here I review the"
Growing apart: an ontogenetic perspective on the evolution of sexual size dimorphism,['AV Badyaev'],2002,Trends in Ecology & Evolution,"Sexes play different roles in reproduction and the adaptive significance of the often remarkably distinct morphologies of adult males and females is documented frequently. Yet, in most vertebrates, the sexes are nearly identical in morphology during early development"
The adaptive landscape as a conceptual bridge between micro-and macroevolution,"['SJ Arnold', 'ME Pfrender', 'AG Jones']",2001,"Microevolution rate, pattern, process","An adaptive landscape concept outlined by GG Simpson constitutes the major conceptual bridge between the fields of micro-and macroevolutionary study. Despite some important theoretical extensions since 1944, this conceptual bridge has been ignored in many"
Spatial memory and adaptive specialization of the hippocampus,"['DF Sherry', 'LF Jacobs', 'SJC Gaulin']",1992,Trends in neurosciences,"The hippocampus plays an important role in spatial memory and spatial cognition in birds and mammals. Natural selection, sexual selection and artificial selection have resulted in an increase in the size of the hippocampus in a remarkably diverse group of animals that rely"
ON THE SLIDER TURTLE (TRACHEMYS SCRIPTA),"['JW GIBBON', 'JE Lovich']",1990,Herpetological monographs,"Sexual size dimorphism (SSD) in the slider turtle, Trachemys scripta, is pronounced; females attain larger body sizes than males in all populations for which data are available. The degree of this difference varies due to sampling biases, growth patterns, predatory"
The quantitative genetics of polyphagy in an insect herbivore. II. Genetic correlations in larval performance within and among host plants,['S Via'],1984,Evolution,"Genetic correlations among characters under simultaneous selection can alter the course of phenotypic evolution. Because a character expressed in two environments can be treated as two genetically correlated characters, the potential for evolutionary constraint by variation in"
"The intensity of sexual selection in relation to male sexual behaviour, female choice, and sperm precedence","['MJ Wade', 'SJ Arnold']",1980,Animal Behaviour,"In this paper we define sexual selection on males as the variance in numbers of mates per male and show how the intensity of this selection is affected by male sexual behaviour, female choice, sex ratio, and modes of sperm precedence. This definition coincides with"
Bateman's principle and immunity,['J Rolff'],2002,Proceedings of the Royal Society of London …,The immunocompetence handicap hypothesis (ICHH) of Folstad and Karter has inspired a large number of studies that have tried to understand the causal basis of parasite–mediated sexual selection. Even though this hypothesis is based on the double function of
Sexual dimorphism,"['DW Frayer', 'MH Wolpoff']",1985,Annual Review of Anthropology,"That the human species exhibits sexual dimorphism in size, shape, and be havior is an obvious conclusion from anyone's simple participation in society. It is common knowledge that males have a larger stature than females, more robust cranial and facial features, along"
"Sexual selection, sexual conflict and the evolution of ageing and life span","['R Bonduriansky', 'A Maklakov', 'F Zajitschek']",2008,Functional …,"Summary 1 Classic evolutionary models interpret ageing as a cost of reproduction, but evolutionary research has thus far largely neglected the conceptual links between the evolution of ageing and a key mode of selection on male and female reproductive strategies"
Sexual dimorphism in primate evolution,['JM Plavcan'],2001,American Journal of Physical Anthropology: The …,"Sexual dimorphism is a pervasive phenomenon among anthropoid primates. Comparative analyses over the past 30 years have greatly expanded our understanding of both variation in the expression of dimorphism among primates, and the underlying causes of sexual"
Why do females mate with multiple males? The sexually selected sperm hypothesis,"['L Keller', 'HK Reeve']",1995,Advances in the Study of Behaviour,"One of the more debated issues in evolutionary biology is why in many species females mate with multiple males. For females, the primary function of copulation is to fertilize their ova. If one mating provides females with sufficient sperm, and the males provide little but"
Sexual selection by female choice in polygynous animals,['M Kirkpatrick'],1987,Annual Review of Ecology and Systematics,"Darwin's theory of organic evolution identifies two fonns of selection that occur in the wild: natural selection, involving the adaptation of a population to its biotic and abiotic environment, and sexual selection, resulting from comн petition for reproductive access to"
Rapid origin of sexual isolation and character divergence in a cline,['R Lande'],1982,Evolution,Incipient speciation in a population occupying a continuous range is modeled as the joint evolution of geographic variation in female mating preferences and a quantitative secondary sexual character of males. Genetic variance in both traits is assumed to be maintained within
Male mate choice selects for female coloration in a fish,"['T Amundsen', 'E Forsgren']",2001,Proceedings of the National …,"Although sexual selection theory has proved successful in explaining a wide array of male ornaments, the function of ornaments occurring in females is largely unknown. Traditionally, female ornaments have been considered nonfunctional, being merely a genetically"
BREEDING COMPETITION IN A PACIFIC SALMON (COHO: ONCORHYNCHUS KISUTCH): MEASURES OF NATURAL AND SEXUAL SELECTION,"['IA Fleming', 'MR Gross']",1994,Evolution,"In the breeding system of Pacific salmon, females compete for oviposition territories, and males compete to fertilize eggs. The natural selection in females and sexual selection in males likely has been responsible for their elaborate breeding morphologies and the"
"Behavioral variation in natural populations. I. Phenotypic, genetic and environmental correlations between chemoreceptive responses to prey in the garter snake …",['SJ Arnold'],1981,Evolution,"Naive newborn snakes showed active chemoreceptive responses to ten different prey odors. These responses were studied in two conspecific populations of Thamnophis elegans, representing a coastal and an inland geographic race. The phenotypic correlations between"
"Sexually antagonistic selection, sexual dimorphism, and the resolution of intralocus sexual conflict","['RM Cox', 'R Calsbeek']",2009,The American Naturalist,"Males and females share most of their genomes and express many of the same traits, yet the sexes often have markedly different selective optima for these shared traits. This sexually antagonistic (SA) selection generates intralocus sexual conflict that is thought to be resolved"
A comparative test of adaptive hypotheses for sexual size dimorphism in lizards,"['RM Cox', 'SL Skelly', 'HB John‐Alder']",2003,Evolution,"It is commonly argued that sexual size dimorphism (SSD) in lizards has evolved in response to two primary, nonexclusive processes:(1) sexual selection for large male size, which confers an advantage in intrasexual mate competition (intrasexual selection hypothesis)"
Reversal of female mate choice by copying in the guppy (Poecilia reticulata),"['LA Dugatkin', 'JGJ Godin']",1992,… of the Royal Society of London …,"Ever since Fisher (1958) formalized models of sexual selection, female mate choice has been assumed to be a genetically determined trait. Females, however, may also use social cues to select mates. One such cue might be the mate choice of conspecifics. Here we report"
Statistics of sexual size dimorphism,['RJ Smith'],1999,Journal of Human Evolution,"In comparative studies of sexual size dimorphism (SSD), the methods used to quantify dimorphism are controversial. SSD is commonly expressed as a ratio between species mean values of males and females, such as M/F or (M− F)/([M+ F]/2), but a number of"
Mutual sexual selection in a monogamous seabird,"['IL Jones', 'FM Hunter']",1993,Nature,DARWIN 1 believed that elaborate ornamental traits expressed in both sexes might be favoured by mutual sexual selection driven by both female and male mate choice. Experimental studies on birds 2–5 and fish 6–9 have shown that male ornaments can be
Feral pigeons,"['RF Johnston', 'M Janiga']",1995,NA,"Feral pigeons are among the most familiar and abundant birds in the world, urban creatures living in close association with humans yet possessing the characteristics of highly adapted wild birds. However, they are seldom studied, even though the domesticated pigeon has"
Measurements of selection in a hermaphroditic plant: variation in male and female pollination success,['DR Campbell'],1989,Evolution,I measured phenotypic selection of floral traits through both male and female functions of the hermaphroditic flowers of Ipomopsis aggregata (Pursh) V. Grant subsp. aggregata (Polemoniaceae). Fluorescent powdered dyes were used to track movement of pollen by
"Why is mutual mate choice not the norm? Operational sex ratios, sex roles and the evolution of sexually dimorphic and monomorphic signalling","['H Kokko', 'RA Johnstone']",2002,… of the Royal Society of London …,"Biases in the operational sex ratio (OSR) are seen as the fundamental reason behind differential competition for mates in the two sexes, and as a strong determinant behind differences in choosiness. This view has been challenged by Kokko and Monaghan, who"
Theories of sexual selection,['JM Smith'],1991,Trends in Ecology & Evolution,"The tails of peacocks, the song repertoires of nightingales and the size dimorphism of elephant  seals call for an explanation. Most biol- ogists agree that the explanation lies in sexual  selection, yet no topic in evolutionary biology has presented greater difficulties for theorists. The"
Sex-dependent dominance at a single locus maintains variation in age at maturity in salmon,"['NJ Barson', 'T Aykanat', 'K Hindar', 'M Baranski']",2015,Nature,"Males and females share many traits that have a common genetic basis; however, selection on these traits often differs between the sexes, leading to sexual conflict 1, 2. Under such sexual antagonism, theory predicts the evolution of genetic architectures that resolve this"
"The evolution of female ornaments and weaponry: social selection, sexual selection and ecological competition","['JA Tobias', 'R Montgomerie']",2012,… Transactions of the …,"Ornaments, weapons and aggressive behaviours may evolve in female animals by mate choice and intrasexual competition for mating opportunities—the standard forms of sexual selection in males. However, a growing body of evidence suggests that selection tends to"
Possible ecological risks of transgenic organism release when transgenes affect mating success: sexual selection and the Trojan gene hypothesis,"['WM Muir', 'RD Howard']",1999,Proceedings of the National …,"Widespread interest in producing transgenic organisms is balanced by concern over ecological hazards, such as species extinction if such organisms were to be released into nature. An ecological risk associated with the introduction of a transgenic organism is that"
Sex differences in phenotypic plasticity affect variation in sexual size dimorphism in insects: from physiology to evolution,"['RC Stillwell', 'WU Blanckenhorn', 'T Teder']",2010,Annual review of …,"Males and females of nearly all animals differ in their body size, a phenomenon called sexual size dimorphism (SSD). The degree and direction of SSD vary considerably among taxa, including among populations within species. A considerable amount of this variation is"
Female preference and sexual selection for male coloration in the guppy (Poecilia reticulata),['A Kodric-Brown'],1985,Behavioral Ecology and Sociobiology,"Experiments were designed to determine the effects of male pigmentation patterns on female choice in guppies. When presented with a series of variably-colored males, females of different genetic strain consistently exhibited similar preferences (Tables 1 and 2)"
Gender and sexual dimorphism in flowering plants,"['MA Geber', 'TE Dawson', 'LF Delph']",2012,NA,"While the majority of flowering plant species are hermaphroditic, gender di morphism, or the occurrence of two sexual morphs, has, nevertheless, evolved on repeated occasions. Gender dimorphism is found in nearly half of all angio sperm families and in approximately"
The evolution of mutual ornamentation,"['K Kraaijeveld', 'FJL Kraaijeveld-Smit', 'J Komdeur']",2007,Animal behaviour,"Many conspicuous ornamental traits in animals are expressed in both males and females. Despite this, most research has focused on sexually dimorphic ornamentation. Mutual ornamentation has often been viewed as a result of either a nonadaptive genetic correlation"
How mate choice shaped human nature: A review of sexual selection and human evolution,['GF Miller'],1998,"Handbook of evolutionary psychology: Ideas, issues …","The application of sexual-selection theory to human behavior has been the greatest success story in evolutionary psychology, and one of the most fruitful and fascinating developments in the human sciences over the last two decades. Ironically, this development would have"
Understanding the evolution and stability of the G‐matrix,"['SJ Arnold', 'R Bürger', 'PA Hohenlohe']",2008,… Journal of Organic …,"The G‐matrix summarizes the inheritance of multiple, phenotypic traits. The stability and evolution of this matrix are important issues because they affect our ability to predict how the phenotypic traits evolve by selection and drift. Despite the centrality of these issues"
Female competition and its evolutionary consequences in mammals,"['P Stockley', 'J Bro‐Jørgensen']",2011,Biological Reviews,"Following Darwin's original insights regarding sexual selection, studies of intrasexual competition have mainly focused on male competition for mates; by contrast, female reproductive competition has received less attention. Here, we review evidence that female"
Sexual selection and allometry: a critical reappraisal of the evidence and ideas,['R Bonduriansky'],2007,Evolution: International Journal of Organic …,"One of the most pervasive ideas in the sexual selection literature is the belief that sexually selected traits almost universally exhibit positive static allometries (ie, within a sample of conspecific adults, larger individuals have disproportionally larger traits). In this review, I"
"Melanin ornaments, honesty, and sexual selection","['JM Jawor', 'R Breitwisch']",2003,The Auk,"All melanin-colored ornaments contain a mixture of the two types of melanin, eumelanin and pheomelanin. The reflectance spectrum of the ornament is, in part, a function of the ratio of the two types of melanin in feathers (Haase et al. 1992, 1995; Prota et al. 1995; Shiojiri et al"
Intersexual dietary divergence and the evolution of sexual dimorphism in snakes,['R Shine'],1991,The American Naturalist,"Ecological causes for the evolution of sexual dimorphism can be confidently inferred only when the sexes differ in morphology or relative size of the feeding apparatus, in a direction inconsistent with that expected from sexual selection. Snakes are well suited for such an"
Multiple mating by females: a perspective from quantitative genetics.,"['T Halliday', 'SJ Arnold']",1987,Animal Behaviour,Hypotheses that have been proposed to account for the evolution of multiple mating by females are reviewed in terms of adaptation. An evolutionary mechanism that does not require such behavior to be adaptive is proposed; female mating tendency evolves as a
"Sexual selection, lek and arena behavior, and sexual size dimorphism in birds",['RB Payne'],1984,Ornithological monographs,Charles Darwin (1871) introduced the concept of sexual selection with illus trations of birds that display in leks. He viewed sexual selection as a proces evolutionary change that is distinct from natural selection insofar as it expl the evolution of characters useful in attracting
Widespread loss of sexually selected traits: how the peacock lost its spots,['JJ Wiens'],2001,Trends in ecology & evolution,"Current and traditional research on sexual selection focuses largely on explaining the evolution (gain) of elaborate male traits and of female preferences for these traits. However, recent phylogenetic studies have revealed a surprising trend: that losses of these elaborate"
Intrasexual competition and body weight dimorphism in anthropoid primates,"['JM Plavcan', 'CP Van Schaik']",1997,American Journal of Physical …,"Body weight dimorphism in anthropoid primates has been thought to be a consequence of sexual selection resulting from male‐male competition for access to mates. However, while monogamous anthropoids show low degrees of weight dimorphism, as predicted by the"
Intrasexual competition in females: evidence for sexual selection?,['KA Rosvall'],2011,Behavioral Ecology,"In spite of recent interest in sexual selection in females, debate exists over whether traits that influence female–female competition are sexually selected. This review uses female–female aggressive behavior as a model behavioral trait for understanding the evolutionary"
The Sexually Antagonistic Genes of Drosophila melanogaster,"['P Innocenti', 'EH Morrow']",2010,PLoS biology,"When selective pressures differ between males and females, the genes experiencing these conflicting  evolutionary forces are said to be sexually antagonistic. Although the phenotypic effect of these  genes has been documented in both wild and laboratory populations, their identity, number"
Population regulation in male and female red deer,"['TH Clutton-Brock', 'M Major', 'FE Guinness']",1985,The Journal of Animal Ecology,"(1) Using key factor analysis, we analyse and compare the effects of increasing population density on reproduction, survival and emigration in each sex in an increasing population of red deer on the Isle of Rhum between 1971 and 1983.(2) For both sexes, the key factor was"
NATURAL SELECTION RESULTING FROM FEMALE BREEDING COMPETITION IN A PACIFIC SALMON (COHO: ONCORHYNCHUS KISUTCH),"['EP van den Berghe', 'MR Gross']",1989,Evolution,We studied breeding competition among wild female coho salmon (Oncorhynchus kisutch) and quantified natural selection acting on two important female characters: body size and kype size (a secondary sexual character used for fighting). We found that body size
Sexual dimorphism in flowering plants,"['SCH Barrett', 'J Hough']",2013,Journal of experimental botany,"Among dioecious flowering plants, females and males often differ in a range of morphological, physiological, and life-history traits. This is referred to as sexual dimorphism, and understanding why it occurs is a central question in evolutionary biology. Our review"
Good genes and direct selection in the evolution of mating preferences,['M Kirkpatrick'],1996,Evolution,"A model is used to study quantitatively the impact of a good genes process and direct natural selection on the evolution of a mating preference. The expression of a male display trait is proportional to genetic quality, which is determined by the number of deleterious"
Bateman's principles and the measurement of sexual selection in plants and animals,['SJ Arnold'],1994,The American Naturalist,AJ Bateman's approach to animal mating systems is generalized to provide a framework for studying sexual selection in plants and hermaphroditic animals. The key feature of this generalization is the realization that the relationship between fecundity and mating success
"Testosterone in females: mediator of adaptive traits, constraint on sexual dimorphism, or both?","['ED Ketterson', 'V Nolan Jr']",2005,the american naturalist,"When selection on males and females differs, the sexes may diverge in phenotype. Hormones serve as a proximate regulator of sex differences by mediating sex-biased trait expression. To integrate these perspectives, we consider how suites of traits mediated by"
Condition-dependent sexual selection can accelerate adaptation,"['PD Lorch', 'S Proulx', 'L Rowe']",2003,Evolutionary ecology …,"Sexual selection is responsible for much of the spectacular natural diversity of mating traits. It is unclear, however, how this powerful evolutionary force affects the evolution of traits unrelated to mating. Four recent theoretical studies have argued that sexual selection might"
Sex‐specific genetic variance and the evolution of sexual dimorphism: a systematic review of cross‐sex genetic correlations,"['J Poissant', 'AJ Wilson']",2010,… : International Journal of …,"The independent evolution of the sexes may often be constrained if male and female homologous traits share a similar genetic architecture. Thus, cross‐sex genetic covariance is assumed to play a key role in the evolution of sexual dimorphism (SD) with consequent"
Avian sexual dichromatism in relation to phylogeny and ecology,"['AV Badyaev', 'GE Hill']",2003,"Annual Review of Ecology, Evolution, and …",▪ Abstract The extent and diversity of sexual dichromatism in birds is thought to be due to the intensity of current sexual selection on the plumage ornamentation of males and females. This view leads to an expectation of concordance between ecological conditions and sexual
"Sexual selection and communication in a neotropical frog, Physalaemus pustulosus",['MJ Ryan'],1983,Evolution,"The reproductive behavior of a neotropical frog, Physalaemus pustulosus (Leptodactylidae), was studied from 1978 to 1980 on Barro Colorado Island, Panama. Males called from small pools of standing water. They maintained individual distances but did not defend an"
Correlated evolution of male and female morphologies in water striders,"['G Arnqvist', 'L Rowe']",2002,Evolution,Sexually antagonistic coevolution may be an important force in the evolution of sexual dimorphism. We undertake a comparative study of correlated evolution of male and female morphologies in a clade of 15 water strider species in the genus Gerris (Heteroptera
On the aerodynamics of birds' tails,['ALR Thomas'],1993,… Transactions of the Royal Society of …,"The aerodynamic properties of a bird's tail, and the forces produced by it, can be predicted by using slender lifting surface theory. The results of the model show that unlike conventional wings, which generate lift proportional to their area, the lift generated by the tail"
Correlates of sexual dimorphism in primates: ecological and size variables,"['W Leutenegger', 'J Cheverud']",1982,International Journal of Primatology,The effects of a series of ecological and size factors on the degree of sexual dimorphism in body weight and canine size were studied among subsets of 70 primate species. Variation in body-weight dimorphism can be almost entirely attributed to body weight (83% of variance
Proximate mechanisms of sexual selection in wood frogs,"['RD Howard', 'AG Kluge']",1985,Evolution,"Observations and several types of field experiments on the mating behavior of wood frogs have revealed the proximate mechanisms for a size‐related reproductive advantage in both males and females. For females, larger individuals produce larger clutches; for males, larger"
A method for analysis of phenotypic change for phenotypes described by high-dimensional data,"['ML Collyer', 'DJ Sekora', 'DC Adams']",2015,Heredity,"The analysis of phenotypic change is important for several evolutionary biology disciplines, including phenotypic plasticity, evolutionary developmental biology, morphological evolution, physiological evolution, evolutionary ecology and behavioral evolution. It is"
When Rensch meets Bergmann: does sexual size dimorphism change systematically with latitude?,"['WU Blanckenhorn', 'RC Stillwell', 'KA Young', 'CW Fox']",2006,…,"Bergmann's and Rensch's rules describe common large‐scale patterns of body size variation, but their underlying causes remain elusive. Bergmann's rule states that organisms are larger at higher latitudes (or in colder climates). Rensch's rule states that male body size"
"Sexual selection and the evolution of allometry for sexual size dimorphism in the water strider, Aquarius remigis","['DJ Fairbairn', 'RF Preziosi']",1994,The American Naturalist,"Sexual size dimorphism (SSD) typically increases with body size (hyperallometry) in taxa in which males are the larger sex and decreases with body size (hypoallometry) in taxa in which females are larger. We demonstrate the commonality of these trends, both of which"
Sexual selection and sexual dimorphism in some herbivorous lizards,['JH Carothers'],1984,The American Naturalist,I tested the hypothesis that sexual selection affects body and especially head size in lizards by exploring patterns of sexual dimorphism and social organization among nine species of herbivorous lizard. Because these species do not partition food with respect to body and
Genetic and molecular insights into the development and evolution of sexual dimorphism,"['TM Williams', 'SB Carroll']",2009,Nature Reviews Genetics,"Sexual dimorphism is common throughout the animal kingdom. However, a molecular understanding of how sex-specific traits develop and evolve has been elusive. Recently, substantial progress has been made in elucidating how diverse sex-determination systems"
Hormone-mediated suites as adaptations and evolutionary constraints,"['JW McGlothlin', 'ED Ketterson']",2008,… Transactions of the …,"Hormones mediate the expression of suites of correlated traits and hence may act both to facilitate and constrain adaptive evolution. Selection on one trait within a hormone-mediated suite may, for example, lead to a change in the strength of the hormone signal, causing"
On the function of female ornaments: male bluethroats prefer colourful females,"['T Amundsen', 'E Forsgren']",1997,Proceedings of the …,"Female ornaments in animals with conventional sex roles have traditionally been considered non–functional, being merely a genetically correlated response to selection for male ornamentation. Alternatively, female ornaments may be influenced by selection acting"
Patterns of quantitative genetic variation in multiple dimensions,['M Kirkpatrick'],2009,Genetica,"A fundamental question for both evolutionary biologists and breeders is the extent to which genetic correlations limit the ability of populations to respond to selection. Here I view this topic from three perspectives. First, I propose several nondimensional statistics to quantify"
Sexual dimorphism in lacertid lizards: male head increase vs female abdomen increase?,['F Braña'],1996,Oikos,Lacertid lizards exhibit sexual dimorphism in size corrected values for abdomen (always larger in females) and head (larger in males) lengths. Relative abdomen length increased with SVL in females but did not in males. The mean abdomen/head ratio for juvenile lizards
The regulation of infanticide and parental behavior: implications for reproductive success in male mice,"['FS Vom Saal', 'LS Howard']",1982,Science,"Infanticide has been proposed to be a pathological response to overcrowding or other forms of environmental stress and thus a maladaptive behavior. However, in male house mice this behavior is predictable and is modulated by learning. Committing infanticide can increase a"
Good genes and old age: Do old mates provide superior genes?,"['TF Hansen', 'DK Price']",1995,Journal of Evolutionary Biology,It has been suggested that female preference for older mates in species without parental care has evolved in response to an alleged higher genetic quality of older individuals. This is based on the widespread assumption that viability selection produces older individuals
Females have a larger hippocampus than males in the brood-parasitic brown-headed cowbird,"['DF Sherry', 'MR Forbes', 'M Khurgel']",1993,Proceedings of the …,Females of the brood-parasitic brown-headed cowbird (Molothrus ater) search for host nests in which to lay their eggs. Females normally return to lay a single egg from one to several days after first locating a potential host nest and lay up to 40 eggs in a breeding season
